Zone,Nom,Catégorie,Statut,Adresse,Latitude,Longitude,Image
Préfecture d'arrondissement de Hay Hassani,Café sans nom,Café,Formel,Café sans nom,33.5685033,-7.6824901,icons/cafe.png
Gauthier,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5925267,-7.6311415,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,"Rue Sidi Belyout, Casablanca 20000, Marruecos",33.5977705,-7.6141578,icons/restaurant.png
N/A,Restaurant sans nom,Restaurant,Formel,"31 IMM RUE EL ARSA, Casablanca 20250, Marruecos",33.6038798,-7.6215009,icons/restaurant.png
Arrondissement de Sidi Othmane,souq baladia,Supermarché,Formel,souq baladia,33.5624485,-7.5748432,icons/supermarket.png
Sour Jdid,Lora Patisserie Boulangerie,Boulangerie,Formel,Lora Patisserie Boulangerie,33.5943688,-7.6285112,icons/bakery.png
Sour Jdid,Tour Eiffel,Café,Formel,Tour Eiffel,33.5952616,-7.6275606,icons/cafe.png
Sour Jdid,Chrono Pizza,Restaurant,Formel,Chrono Pizza,33.5932677,-7.6316321,icons/restaurant.png
Gauthier,Restaurant sans nom,Restaurant,Formel,Rue Najib Mahfoud زنقة نجيب محفوظ,33.5906169,-7.6345122,icons/restaurant.png
Sour Jdid,Burger King,Restaurant,Formel,Burger King,33.5924154,-7.6334867,icons/restaurant.png
Méchouar,Pharmacie Lina,Parapharmacie,Formel,Pharmacie Lina,33.5791635,-7.6032787,icons/pharmacy.png
Gauthier,Spartel,Café,Formel,Rue Taha Houcine,33.5907804,-7.6315376,icons/cafe.png
El Hank,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6075133,-7.6560981,icons/restaurant.png
El Hank,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6075325,-7.6559439,icons/restaurant.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Café sans nom,33.5843913,-7.6248116,icons/cafe.png
Sour Jdid,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5938864,-7.6322079,icons/restaurant.png
Arrondissement d'Aïn Sebaâ,Mimosas Park,Café,Formel,Mimosas Park,33.6077795,-7.5362912,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Clap,Restaurant,Formel,Clap,33.6076856,-7.536495,icons/restaurant.png
Arrondissement d'Aïn Sebaâ,Pharmacie Moncef,Parapharmacie,Formel,Pharmacie Moncef,33.6085175,-7.536803,icons/pharmacy.png
Arrondissement d'Aïn Sebaâ,Carrefour,Supermarché,Formel,Carrefour,33.607527,-7.5368732,icons/supermarket.png
Préfecture d'arrondissements de Ben M'sick,Boulangerie pâtisserie Makka,Boulangerie,Formel,"Avenue Réda Guédira, Casablanca",33.5530407,-7.5775777,icons/bakery.png
Mohammédia,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6989596,-7.3967822,icons/restaurant.png
Mohammédia,BİM,Supermarché,Formel,BİM,33.6995239,-7.395863,icons/supermarket.png
Bouskoura,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.4645413,-7.6042838,icons/restaurant.png
Mohammédia,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6989264,-7.3967796,icons/restaurant.png
Dar Bouazza,Shawarma and More,Restaurant,Formel,"Lot Ansari, Dar Bouazza ⴷⴰⵕ ⴱⵓⵄⵣⵣⴰ دار بوعزة",33.5228174,-7.8151051,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Rue El Oraibi Jilali,33.5955266,-7.6153015,icons/restaurant.png
Arrondissement de Sidi Belyout,Restaurant sans nom,Restaurant,Formel,Rue El Bakri,33.592224,-7.6044895,icons/restaurant.png
Sour Jdid,CARRE PRIMEUR,Supermarché,Formel,"Rue Bouarfa, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5992312,-7.6373297,icons/supermarket.png
CIL,I Ristorante Italiano,Restaurant,Formel,"Rue d'Ifrane, Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء",33.5731602,-7.6566368,icons/restaurant.png
Sour Jdid,Para & Pharmacie Ziraoui صيدلية الزيراوي,Parapharmacie,Formel,Boulevard Ziraoui شارع الزيراوي,33.5955386,-7.6325736,icons/pharmacy.png
Sour Jdid,La frite,Restaurant,Formel,"Rue Réunion, Casablanca",33.5971314,-7.6357212,icons/restaurant.png
راسين,Big Nonna,Restaurant,Formel,Avenue Ahmed Charci شارع أحمد الشرسي,33.5887671,-7.6437315,icons/restaurant.png
N/A,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.4209602,-7.8541004,icons/restaurant.png
N/A,Restaurant sans nom,Restaurant,Formel,ⴰⵙⵓⴽ ⵍⴰⵍⵍⴰ ⵙⵓⴽⴰⵢⵏⴰ,33.419554,-7.8523594,icons/restaurant.png
N/A,Restaurant sans nom,Restaurant,Formel,ⴰⵙⵓⴽ ⵍⴰⵍⵍⴰ ⵙⵓⴽⴰⵢⵏⴰ,33.4114567,-7.8535223,icons/restaurant.png
N/A,Café sans nom,Café,Formel,ⴰⵙⵓⴽ ⵍⴰⵍⵍⴰ ⵙⵓⴽⴰⵢⵏⴰ,33.4200149,-7.8529493,icons/cafe.png
Al Fida,pharmacie anbar,Parapharmacie,Formel,bd Aba Chouaïb Doukali ang. rue 62 n°3 derb Sidi Maarouf V Casablanca,33.5617131,-7.5987122,icons/pharmacy.png
Arrondissement de Sidi Othmane,Pharmacie Nisrine,Parapharmacie,Formel,avenue du Dix Mars 1982 (Sidi Othman) bloc 50 n°80 Hay sidi othmane Casablanca,33.5664666,-7.572924,icons/pharmacy.png
Arrondissement d'Anfa,ماكدونالدز,Restaurant,Formel,ماكدونالدز,33.5749303,-7.7085266,icons/restaurant.png
Arrondissement d'Anfa,Pizza Hut,Restaurant,Formel,Pizza Hut,33.5758003,-7.7074585,icons/restaurant.png
Arrondissement d'Anfa,KFC,Restaurant,Formel,KFC,33.5764438,-7.7065764,icons/restaurant.png
Arrondissement d'Aïn Sebaâ,Carrefour Market,Supermarché,Formel,Carrefour Market,33.6021269,-7.5265618,icons/supermarket.png
Assoukhour Assawda,Restaurant sans nom,Restaurant,Formel,Boulevard Mohammed V شارع محمد الخامس,33.5936539,-7.6024627,icons/restaurant.png
Sidi Moumen,Cafe Riad El Bernoussi,Café,Formel,Cafe Riad El Bernoussi,33.5824253,-7.5001271,icons/cafe.png
Ain Diab,Restaurant sans nom,Restaurant,Formel,Boulevard de l'Ocean Atlantique,33.5915943,-7.6776565,icons/restaurant.png
Gauthier,Carrefour Market,Supermarché,Formel,Rue Taha Houcine زنقة طه حسين,33.5897236,-7.6297373,icons/supermarket.png
Palmiers,Street Pizzeria Napoletana,Restaurant,Formel,Street Pizzeria Napoletana,33.5834902,-7.6315558,icons/restaurant.png
Ancienne Medina,فضاء سلا,Café,Formel,فضاء سلا,33.599199,-7.6210912,icons/cafe.png
Ancienne Medina,باموس قهوة,Café,Formel,باموس قهوة,33.6007998,-7.6231615,icons/cafe.png
Gauthier,Café pizzeria,Café,Formel,Café pizzeria,33.5889784,-7.6286416,icons/cafe.png
Palmiers,Don Bocadillio,Restaurant,Formel,Don Bocadillio,33.5850157,-7.6314069,icons/restaurant.png
Palmiers,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5834982,-7.6315375,icons/restaurant.png
Gauthier,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5881411,-7.6312429,icons/restaurant.png
Gauthier,Le Petit Italien,Restaurant,Formel,Avenue Hassan Souktani شارع حسن السكتاني,33.5896524,-7.632145,icons/restaurant.png
Palmiers,Repère du Gout,Restaurant,Formel,Repère du Gout,33.5842585,-7.6312796,icons/restaurant.png
Gauthier,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5895737,-7.6317271,icons/restaurant.png
Sour Jdid,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.6033195,-7.6261701,icons/restaurant.png
Arrondissement de Sidi Moumen,Said Shop 2,Épicerie,Informel,Said Shop 2,33.5895615,-7.5201879,icons/greengrocer.png
Sour Jdid,Pharmacy des generation,Parapharmacie,Formel,Pharmacy des generation,33.5960236,-7.6278348,icons/pharmacy.png
Mers Sultan,Pharmacy assim,Parapharmacie,Formel,Pharmacy assim,33.5749092,-7.6026912,icons/pharmacy.png
Ancienne Medina,شاورما الحاج متولي,Restaurant,Formel,شاورما الحاج متولي,33.594017,-7.6148772,icons/restaurant.png
Arrondissement d'Al Fida,الشاف أنوار,Restaurant,Formel,الشاف أنوار,33.5707703,-7.5977321,icons/restaurant.png
Arrondissement d'Al Fida,Cafe Gaxi,Café,Formel,Cafe Gaxi,33.5696297,-7.601985,icons/cafe.png
Ancienne Medina,عصائر اليسر,Café,Formel,عصائر اليسر,33.5887909,-7.6129222,icons/cafe.png
Ancienne Medina,Costa Brava,Café,Formel,Costa Brava,33.5947151,-7.6166649,icons/cafe.png
Ancienne Medina,La Fontaine,Café,Formel,La Fontaine,33.5934181,-7.6186581,icons/cafe.png
Arrondissement de Mers Sultan,مقهى ميراج,Café,Formel,مقهى ميراج,33.5741844,-7.592155,icons/cafe.png
Ancienne Medina,مطعم مصري,Restaurant,Formel,مطعم مصري,33.5952225,-7.6112289,icons/restaurant.png
Arrondissement de Mers Sultan,لبن و صيكوك,Café,Formel,لبن و صيكوك,33.5795492,-7.6007581,icons/cafe.png
Arrondissement d'Al Fida,FHARMACIE DERB TOLBA,Parapharmacie,Formel,FHARMACIE DERB TOLBA,33.5708542,-7.5975232,icons/pharmacy.png
Arrondissement d'Al Fida,Pharmacy mdiouna,Parapharmacie,Formel,Pharmacy mdiouna,33.5691338,-7.5958052,icons/pharmacy.png
Mers Sultan,Para Godza,Parapharmacie,Formel,Para Godza,33.5701332,-7.6016622,icons/pharmacy.png
Préfecture d'arrondissements de Ben M'sick,سوق حي إفريقيا,Épicerie,Informel,سوق حي إفريقيا,33.5573387,-7.5899849,icons/greengrocer.png
Ferme Bretonne,BİM,Supermarché,Formel,BİM,33.5630833,-7.6476427,icons/supermarket.png
Mers Sultan,Pharmacy Al Hoda,Parapharmacie,Formel,Pharmacy Al Hoda,33.5705185,-7.609777,icons/pharmacy.png
L'Hermitage,Farmacy Hay Raja,Parapharmacie,Formel,Farmacy Hay Raja,33.5664673,-7.616641,icons/pharmacy.png
Mers Sultan,Bim,Supermarché,Formel,Bim,33.5710869,-7.6094122,icons/supermarket.png
Mers Sultan,سوق الجملة,Épicerie,Informel,سوق الجملة,33.5730133,-7.6060882,icons/greengrocer.png
Mers Sultan,Pharmacy & Para Chawi,Parapharmacie,Formel,Pharmacy & Para Chawi,33.5718536,-7.598381,icons/pharmacy.png
Ancienne Medina,Bim,Supermarché,Formel,Bim,33.5894279,-7.6137309,icons/supermarket.png
Ancienne Medina,Pharmacy 15 Ramadan,Parapharmacie,Formel,Pharmacy 15 Ramadan,33.5870056,-7.6080818,icons/pharmacy.png
Ferme Bretonne,Baguetterie Casablanca,Boulangerie,Formel,"Rue abouzzarik, Ferme bretonne",33.5622773,-7.6456095,icons/bakery.png
Arrondissement d'Aïn Sebaâ,Café le 57 lounge,Café,Formel,Café le 57 lounge,33.5992882,-7.5748791,icons/cafe.png
Arrondissement d'Aïn Sebaâ,Carrefour,Supermarché,Formel,Carrefour,33.5987457,-7.5751282,icons/supermarket.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5933156,-7.6160894,icons/cafe.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5916314,-7.6148568,icons/cafe.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5915702,-7.6147506,icons/cafe.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5947188,-7.6127539,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5947079,-7.612674,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5946605,-7.6124451,icons/cafe.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5946466,-7.6123717,icons/cafe.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5945615,-7.6119032,icons/cafe.png
Ancienne Medina,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.594167,-7.6113267,icons/pharmacy.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.594542,-7.6115928,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5945556,-7.6116442,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949847,-7.6117512,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949018,-7.6115289,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5948702,-7.611371,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.595288,-7.6119494,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5952329,-7.611699,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5952723,-7.6126263,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5953058,-7.6129605,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5958325,-7.6153688,icons/cafe.png
Ain Diab,Café sans nom,Café,Formel,Café sans nom,33.5865898,-7.6866247,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.591712,-7.6151442,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5915628,-7.6152182,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5915784,-7.6152596,icons/restaurant.png
Ancienne Medina,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.5916739,-7.6150312,icons/bakery.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5947389,-7.6129322,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5945193,-7.6116572,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5947057,-7.6114777,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5946179,-7.6115033,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949538,-7.6124246,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5950134,-7.612281,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5950036,-7.6120965,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5950006,-7.6118522,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949495,-7.6118105,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949704,-7.6116973,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.594924,-7.6113953,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949176,-7.6113533,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5947917,-7.6113908,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.595255,-7.6118271,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5953819,-7.6129374,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5955705,-7.6140398,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5956805,-7.615028,icons/restaurant.png
Anfa Supérieur,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5944609,-7.6787736,icons/restaurant.png
El Hank,Café sans nom,Café,Formel,Café sans nom,33.6058976,-7.6576224,icons/cafe.png
Sour Jdid,Café sans nom,Café,Formel,Café sans nom,33.6033613,-7.6393176,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5936551,-7.6161729,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5932994,-7.6161833,icons/cafe.png
Ancienne Medina,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5947843,-7.6130662,icons/pharmacy.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5945479,-7.6115112,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5948983,-7.6120796,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949241,-7.6122894,icons/restaurant.png
N/A,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949383,-7.6117611,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949464,-7.6115137,icons/restaurant.png
N/A,Pizza Hut,Restaurant,Formel,Pizza Hut,33.5950215,-7.6682519,icons/restaurant.png
El Hank,Manaos,Restaurant,Formel,Boulevard de la Corniche شارع الكورنيش,33.6049237,-7.6579938,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5946994,-7.6126068,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5946315,-7.612301,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5950244,-7.612385,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5950041,-7.612173,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.594832,-7.6113829,icons/restaurant.png
Sour Jdid,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.6039137,-7.6335898,icons/pharmacy.png
N/A,Café sans nom,Café,Formel,Café sans nom,33.5946764,-7.612534,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949321,-7.6114582,icons/restaurant.png
Ain Diab,Café sans nom,Café,Formel,Café sans nom,33.5864115,-7.686929,icons/cafe.png
Ancienne Medina,Café de France,Café,Formel,Café de France,33.5956616,-7.6174917,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5946058,-7.6175109,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.593626,-7.6161766,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.594554,-7.6117055,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5949903,-7.6118004,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5947606,-7.6114046,icons/restaurant.png
Ain Diab,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.5911782,-7.6782294,icons/convenience.png
Ain Diab,Le Calypso,Restaurant,Formel,Le Calypso,33.5935398,-7.6782666,icons/restaurant.png
Anfa Supérieur,El Tucan,Restaurant,Formel,Boulevard de la Corniche شارع الكورنيش,33.5948941,-7.6780807,icons/restaurant.png
Ancienne Medina,Snack Beverly,Restaurant,Formel,Snack Beverly,33.5942725,-7.616284,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5950205,-7.6122345,icons/restaurant.png
Anfa Supérieur,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5951866,-7.6688003,icons/pharmacy.png
Ancienne Medina,Restaurant Marocain Al Mamoun مطعم مغربي المامون,Restaurant,Formel,Restaurant Marocain Al Mamoun مطعم مغربي المامون,33.5943629,-7.6169789,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5940425,-7.6154956,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.591526,-7.6164212,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.591555,-7.6164083,icons/restaurant.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5916618,-7.6163785,icons/restaurant.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Café sans nom,33.5876769,-7.6200226,icons/cafe.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Café sans nom,33.5878115,-7.6200832,icons/cafe.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Café sans nom,33.5877126,-7.6193928,icons/cafe.png
Arrondissement de Sidi Belyout,Supermarché sans nom,Supermarché,Formel,Supermarché sans nom,33.5872366,-7.6166659,icons/supermarket.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Café sans nom,33.584449,-7.6106882,icons/cafe.png
Arrondissement de Mers Sultan,Café sans nom,Café,Formel,Café sans nom,33.5765658,-7.6042489,icons/cafe.png
Arrondissement de Sidi Belyout,Champs Élysées,Café,Formel,Champs Élysées,33.5877361,-7.6180891,icons/cafe.png
Ancienne Medina,La Concorde,Restaurant,Formel,La Concorde,33.5881245,-7.6177522,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5925136,-7.615743,icons/cafe.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5926223,-7.6157628,icons/cafe.png
Arrondissement de Sidi Belyout,BİM,Supermarché,Formel,BİM,33.5847171,-7.6114149,icons/supermarket.png
Arrondissement de Sidi Belyout,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.584232,-7.6106949,icons/restaurant.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Café sans nom,33.5842685,-7.6107763,icons/cafe.png
Arrondissement de Mers Sultan,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5764674,-7.6040215,icons/pharmacy.png
Arrondissement de Sidi Belyout,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5859544,-7.6165399,icons/pharmacy.png
Ancienne Medina,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.588406,-7.618008,icons/convenience.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5915778,-7.6161709,icons/cafe.png
Habous ⵍⵃⵓⴱⵓⵙ الحبوس,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.579046,-7.6059801,icons/pharmacy.png
Mers Sultan,Café sans nom,Café,Formel,Café sans nom,33.5724602,-7.6002151,icons/cafe.png
Arrondissement de Sidi Belyout,Supermarché sans nom,Supermarché,Formel,Supermarché sans nom,33.5845268,-7.6158941,icons/supermarket.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5888924,-7.6185798,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5884104,-7.6127441,icons/restaurant.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5907294,-7.614857,icons/cafe.png
Ancienne Medina,Supermarché sans nom,Supermarché,Formel,Supermarché sans nom,33.5898327,-7.614064,icons/supermarket.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5893666,-7.6134495,icons/cafe.png
Ancienne Medina,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.5895567,-7.6138204,icons/bakery.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5903113,-7.614465,icons/cafe.png
Ancienne Medina,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5900961,-7.6142756,icons/pharmacy.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5903975,-7.6144145,icons/cafe.png
Arrondissement de Sidi Belyout,Café sans nom,Café,Formel,Café sans nom,33.5853537,-7.6101606,icons/cafe.png
Ancienne Medina,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.5926666,-7.6157868,icons/convenience.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5915693,-7.6153454,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5924905,-7.6158505,icons/restaurant.png
Ancienne Medina,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.592133,-7.6157691,icons/convenience.png
Ancienne Medina,Café sans nom,Café,Formel,Café sans nom,33.5930075,-7.615992,icons/cafe.png
Ancienne Medina,Restaurant sans nom,Restaurant,Formel,Restaurant sans nom,33.5908221,-7.6148131,icons/restaurant.png
Derb Ghallef درب غلف,Electrogharib,Épicerie,Informel,Electrogharib,33.5724869,-7.628273,icons/greengrocer.png
Arrondissement de Sidi Moumen,إلكترو السلام,Épicerie,Informel,إلكترو السلام,33.5842705,-7.4788628,icons/greengrocer.png
Arrondissement de Sidi Moumen,JPM المشعشع,Épicerie,Informel,JPM المشعشع,33.5929298,-7.5175838,icons/greengrocer.png
Sidi Bernoussi,Bernoussi Phone,Épicerie,Informel,Bernoussi Phone,33.6090508,-7.512949,icons/greengrocer.png
Arrondissement d'Al Fida,KS smartphone,Épicerie,Informel,KS smartphone,33.5713577,-7.58775,icons/greengrocer.png
Arrondissement de Sidi Moumen,Said Shop 1,Épicerie,Informel,Said Shop 1,33.5929832,-7.5176172,icons/greengrocer.png
Gauthier,Pizza Hut Express,Restaurant,Formel,Pizza Hut Express,33.5891754,-7.6289622,icons/restaurant.png
Gauthier,Coin jean jaures,Restaurant,Formel,Coin jean jaures,33.5897458,-7.6275991,icons/restaurant.png
Gauthier,Casa jose,Restaurant,Formel,Casa jose,33.5896958,-7.6274645,icons/restaurant.png
N/A,Café sans nom,Café,Formel,Café sans nom,33.4560689,-7.5150199,icons/cafe.png
Préfecture d'arrondissement de Hay Hassani,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.5399875,-7.6791549,icons/convenience.png
Lissasfa,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.5435524,-7.6792217,icons/bakery.png
Préfecture d'arrondissement de Hay Hassani,Boulangerie sans nom,Boulangerie,Formel,Boulangerie sans nom,33.5406657,-7.6828164,icons/bakery.png
Préfecture d'arrondissement de Hay Hassani,Supérette / Mini-market sans nom,Supérette / Mini-market,Formel,Supérette / Mini-market sans nom,33.5391694,-7.6797925,icons/convenience.png
Préfecture d'arrondissement de Hay Hassani,Parapharmacie sans nom,Parapharmacie,Formel,Parapharmacie sans nom,33.5392196,-7.6788441,icons/pharmacy.png
Préfecture d'arrondissement de Hay Hassani,Café sans nom,Café,Formel,Café sans nom,33.5386387,-7.6804125,icons/cafe.png
Préfecture d'arrondissement de Hay Hassani,Carrefour Market,Supermarché,Formel,Carrefour Market,33.5379265,-7.680443,icons/supermarket.png
Arrondissement d'Aïn-Chock,Café le Rossignol,Café,Formel,Café le Rossignol,33.536662,-7.5873179,icons/cafe.png
