Nom,Catégorie,Statut,Adresse,Latitude,Longitude
Au Petit Port,Café,Formel,Au Petit Port,33.5879985,-7.6132518
Café Colisee,Café,Formel,Café Colisee,33.5891928,-7.6132894
Espace Palmier Du Sud,Café,Formel,Espace Palmier Du Sud,33.5878823,-7.6156604
Cafe Avalone,Café,Formel,Cafe Avalone,33.5873394,-7.6148558
Café Espace Mers Sultan Snack,Café,Formel,Café Espace Mers Sultan Snack,33.5848301,-7.6160668
Café Break,Café,Formel,Café Break,33.5838369,-7.6145299
Café Megouna,Café,Formel,Café Megouna,33.5846056,-7.6187047
Café Younes,Café,Formel,Café Younes,33.58602,-7.6188241
Coffee Tim,Café,Formel,Coffee Tim,33.5886683,-7.6101163
Café Glacier Tichka,Café,Formel,Café Glacier Tichka,33.5886521,-7.609321
Cafe Sindibad,Café,Formel,Cafe Sindibad,33.5922035,-7.6043482
Café Rotterdam,Café,Formel,Café Rotterdam,33.5948723,-7.6199399
Cafe Le Surfin,Café,Formel,Cafe Le Surfin,33.5893023,-7.6175125
Café Jbel Asni,Café,Formel,Café Jbel Asni,33.5903692,-7.6150301
Cafe Regontino,Café,Formel,Cafe Regontino,33.5905624,-7.6147404
Le Grand Café,Café,Formel,Le Grand Café,33.5953884,-7.6142684
Akka,Café,Formel,Akka,33.5945104,-7.6089428
Café Corino,Café,Formel,Café Corino,33.5896441,-7.6117538
Le Petit Cafe,Café,Formel,Le Petit Cafe,33.5897369,-7.611507
Cafe Lec,Café,Formel,Cafe Lec,33.5915444,-7.6161325
Cafe National,Café,Formel,Cafe National,33.5918148,-7.616044
Golden Ice,Café,Formel,Golden Ice,33.5920415,-7.6160185
Nescafe,Café,Formel,Nescafe,33.5148698,-7.6467338
ستاربكس,Café,Formel,ستاربكس,33.5409923,-7.6426891
Dubai Chaimaa,Café,Formel,Dubai Chaimaa,33.5215594,-7.6445223
Cafe Gout Essential,Café,Formel,Cafe Gout Essential,33.5221889,-7.6480803
Nescafé,Café,Formel,Nescafé,33.581246,-7.6363711
,Café,Formel,,33.5394804,-7.6486811
La Pair d'As,Café,Formel,La Pair d'As,33.5832219,-7.6421949
Duomo Caffe,Café,Formel,Duomo Caffe,33.6042498,-7.6337295
المواهب,Café,Formel,المواهب,33.546326,-7.5724608
داكار,Café,Formel,داكار,33.5900211,-7.6044183
,Café,Formel,,33.6006781,-7.6347699
,Café,Formel,,33.5999697,-7.6359755
,Café,Formel,,33.6001423,-7.6369729
,Café,Formel,,33.6000917,-7.6358436
سبع عيون,Café,Formel,سبع عيون,33.5830051,-7.5543149
Espace El Wyam,Café,Formel,Espace El Wyam,33.5934545,-7.6008725
,Café,Formel,,33.5874297,-7.6116605
Bistro Bouich,Café,Formel,Bistro Bouich,33.5228871,-7.6442839
Café Tres flores,Café,Formel,Café Tres flores,33.5174306,-7.6457606
,Café,Formel,,33.5930049,-7.6315698
Whatsapp Cafe,Café,Formel,Whatsapp Cafe,33.6000202,-7.6363094
Cafe Goulmima,Café,Formel,Cafe Goulmima,33.6008673,-7.6365876
,Café,Formel,,33.5826326,-7.6327982
,Café,Formel,,33.5975448,-7.6383168
,Café,Formel,,33.551613,-7.6024381
Café place,Café,Formel,Café place,33.5945149,-7.6186611
Café Iyad,Café,Formel,Café Iyad,33.5837699,-7.6248973
Les Frères Gourmet,Café,Formel,Les Frères Gourmet,33.5901638,-7.6407301
Boston Club,Café,Formel,Boston Club,33.5925936,-7.6376382
Manhattan Club,Café,Formel,Manhattan Club,33.5922629,-7.6364883
Campus café,Café,Formel,Campus café,33.5942762,-7.6337443
lady killer chicha,Café,Formel,lady killer chicha,33.5933143,-7.6347517
Cafe Luxia,Café,Formel,Cafe Luxia,33.5476073,-7.589932
4 cerises Patisserie,Café,Formel,4 cerises Patisserie,33.5622732,-7.6103213
,Café,Formel,,33.6003103,-7.6374225
,Café,Formel,,33.5814622,-7.6219841
Tikita,Café,Formel,Tikita,33.5816667,-7.6226907
Fratello,Café,Formel,Fratello,33.5763425,-7.6478934
Yoma,Café,Formel,Yoma,33.5758453,-7.6474826
Goloso,Café,Formel,Goloso,33.5927208,-7.6068494
Kasekuchen,Café,Formel,Kasekuchen,33.5776159,-7.6245466
,Café,Formel,,33.5751285,-7.6457383
,Café,Formel,,33.5751908,-7.6469784
,Café,Formel,,33.5758566,-7.6459984
رياض 21,Café,Formel,رياض 21,33.5516774,-7.6104223
Good Vapes : Cigarette Electronique Casablanca,Café,Formel,Good Vapes : Cigarette Electronique Casablanca,33.5815303,-7.6222927
Café les Fleurs,Café,Formel,Café les Fleurs,33.5816461,-7.622458
Café Ravel,Café,Formel,Café Ravel,33.581791,-7.6226032
Coffee shop,Café,Formel,Coffee shop,33.5805428,-7.6231288
La Croisière Café,Café,Formel,La Croisière Café,33.5827449,-7.622174
Café Marhaba,Café,Formel,Café Marhaba,33.5786007,-7.6240429
Amorena,Café,Formel,Amorena,33.5180507,-7.6486591
,Café,Formel,,33.5867588,-7.6294077
La Loge Café,Café,Formel,La Loge Café,33.5927252,-7.6175367
,Café,Formel,,33.6059886,-7.6292143
Café Impérial,Café,Formel,Café Impérial,33.5777645,-7.6061805
Café Grand Atlas,Café,Formel,Café Grand Atlas,33.5741779,-7.5542136
Café Sevilla,Café,Formel,Café Sevilla,33.5713066,-7.5559436
مقهى المهاجر,Café,Formel,مقهى المهاجر,33.5718422,-7.5618043
MOYA COFFE,Café,Formel,MOYA COFFE,33.5752024,-7.5564804
,Café,Formel,,33.5947641,-7.6131407
,Café,Formel,,33.6000248,-7.6171691
,Café,Formel,,33.6031464,-7.633319
,Café,Formel,,33.5934483,-7.6171685
,Café,Formel,,33.5930833,-7.6166954
Tour Eiffel,Café,Formel,Tour Eiffel,33.5952616,-7.6275606
Spartel,Café,Formel,Spartel,33.5907804,-7.6315376
,Café,Formel,,33.5843913,-7.6248116
فضاء سلا,Café,Formel,فضاء سلا,33.599199,-7.6210912
باموس قهوة,Café,Formel,باموس قهوة,33.6007998,-7.6231615
Café pizzeria,Café,Formel,Café pizzeria,33.5889784,-7.6286416
Cafe Gaxi,Café,Formel,Cafe Gaxi,33.5696297,-7.601985
عصائر اليسر,Café,Formel,عصائر اليسر,33.5887909,-7.6129222
Costa Brava,Café,Formel,Costa Brava,33.5947151,-7.6166649
La Fontaine,Café,Formel,La Fontaine,33.5934181,-7.6186581
مقهى ميراج,Café,Formel,مقهى ميراج,33.5741844,-7.592155
لبن و صيكوك,Café,Formel,لبن و صيكوك,33.5795492,-7.6007581
Café le 57 lounge,Café,Formel,Café le 57 lounge,33.5992882,-7.5748791
,Café,Formel,,33.5933156,-7.6160894
,Café,Formel,,33.5916314,-7.6148568
,Café,Formel,,33.5915702,-7.6147506
,Café,Formel,,33.5947188,-7.6127539
,Café,Formel,,33.5946605,-7.6124451
,Café,Formel,,33.5946466,-7.6123717
,Café,Formel,,33.5945615,-7.6119032
,Café,Formel,,33.5958325,-7.6153688
,Café,Formel,,33.5947389,-7.6129322
,Café,Formel,,33.595255,-7.6118271
,Café,Formel,,33.5955705,-7.6140398
,Café,Formel,,33.6033613,-7.6393176
,Café,Formel,,33.5932994,-7.6161833
,Café,Formel,,33.5946994,-7.6126068
,Café,Formel,,33.5946764,-7.612534
Café de France,Café,Formel,Café de France,33.5956616,-7.6174917
,Café,Formel,,33.5876769,-7.6200226
,Café,Formel,,33.5878115,-7.6200832
,Café,Formel,,33.5877126,-7.6193928
,Café,Formel,,33.584449,-7.6106882
,Café,Formel,,33.5765658,-7.6042489
Champs Élysées,Café,Formel,Champs Élysées,33.5877361,-7.6180891
,Café,Formel,,33.5925136,-7.615743
,Café,Formel,,33.5926223,-7.6157628
,Café,Formel,,33.5842685,-7.6107763
,Café,Formel,,33.5915778,-7.6161709
,Café,Formel,,33.5724602,-7.6002151
,Café,Formel,,33.5888924,-7.6185798
,Café,Formel,,33.5907294,-7.614857
,Café,Formel,,33.5893666,-7.6134495
,Café,Formel,,33.5903113,-7.614465
,Café,Formel,,33.5903975,-7.6144145
,Café,Formel,,33.5853537,-7.6101606
,Café,Formel,,33.5915693,-7.6153454
,Café,Formel,,33.5930075,-7.615992
Café le Rossignol,Café,Formel,Café le Rossignol,33.536662,-7.5873179
Dahab Café,Café,Formel,Dahab Café,33.5887839,-7.6323473
Green Black,Café,Formel,Green Black,33.607696,-7.6208604
Cappadocia,Café,Formel,Cappadocia,33.6062625,-7.62939
Café Black Sky,Café,Formel,Café Black Sky,33.5737817,-7.6314742
Paul Cafe,Café,Formel,Paul Cafe,33.582557,-7.627125
Le Racine,Café,Formel,Le Racine,33.5884367,-7.6388687
dipndip,Café,Formel,dipndip,33.5885831,-7.6406609
Espressolab,Café,Formel,Espressolab,33.5886726,-7.6403217
Room 21,Café,Formel,Room 21,33.588443,-7.6398995
Chocochino,Café,Formel,Chocochino,33.588491,-7.6404604
BEX Coffee,Café,Formel,BEX Coffee,33.5906728,-7.637444
Gong Cha,Café,Formel,Gong Cha,33.5907787,-7.637218
% Arabica,Café,Formel,% Arabica,33.5908157,-7.6371164
Café Gaya,Café,Formel,Café Gaya,33.5817058,-7.6436931
Café Bourneix,Café,Formel,Café Bourneix,33.5798613,-7.6422831
Café Wino,Café,Formel,Café Wino,33.582204,-7.6408722
,Café,Formel,,33.5816762,-7.6395077
ستاربكس,Café,Formel,ستاربكس,33.5866985,-7.6386978
Dupond,Café,Formel,Dupond,33.5884548,-7.6405969
Antic Palais,Café,Formel,Antic Palais,33.5930557,-7.6169666
Caribou Coffee,Café,Formel,Caribou Coffee,33.590489,-7.6379172
Sugar Hill,Café,Formel,Sugar Hill,33.591347,-7.6388984
Biker's Coffee,Café,Formel,Biker's Coffee,33.5587774,-7.5589618
Café Venezia,Café,Formel,Café Venezia,33.5877522,-7.618627
Café COPA GABANA,Café,Formel,Café COPA GABANA,33.580165,-7.63735
Ziryab,Café,Formel,Ziryab,33.5580008,-7.6087417
Cafe Rodeo,Café,Formel,Cafe Rodeo,33.554936,-7.6319589
Illy caffé,Café,Formel,Illy caffé,33.5900214,-7.6379325
Le Louvre,Café,Formel,Le Louvre,33.5865531,-7.6348072
La Bodega,Restaurant,Formel,La Bodega,33.5952195,-7.6115725
La Sqala,Restaurant,Formel,La Sqala,33.6028481,-7.619212
Pizza Hut,Restaurant,Formel,Pizza Hut,33.5928474,-7.597267
,Restaurant,Formel,,33.5896864,-7.6265742
Chez Pépé,Restaurant,Formel,Chez Pépé,33.595533,-7.6454829
,Restaurant,Formel,,33.5999101,-7.6174265
Paradisio,Restaurant,Formel,Paradisio,33.5938278,-7.5969183
Mamelouk Café,Restaurant,Formel,Mamelouk Café,33.5962988,-7.6304773
Luigi,Restaurant,Formel,Luigi,33.5882356,-7.6398452
Don Camilo,Restaurant,Formel,Don Camilo,33.587649,-7.612959
Rick's Cafe,Restaurant,Formel,Rick's Cafe,33.604995,-7.620406
Restaurant du Port,Restaurant,Formel,Restaurant du Port,33.6015279,-7.6144679
Restaurant Ostrea,Restaurant,Formel,Restaurant Ostrea,33.6018149,-7.614031
La Grillardière,Restaurant,Formel,La Grillardière,33.5832948,-7.6418718
pizzeria italian,Restaurant,Formel,pizzeria italian,33.5810317,-7.6370564
Chawarma Nour esham شاورما نور الشام,Restaurant,Formel,Chawarma Nour esham شاورما نور الشام,33.6011445,-7.634303
Pizza Hut,Restaurant,Formel,Pizza Hut,33.5443065,-7.6413493
potchi,Restaurant,Formel,potchi,33.5973488,-7.6273398
India Palace,Restaurant,Formel,India Palace,33.5917889,-7.6391526
Chez Omar,Restaurant,Formel,Chez Omar,33.5974462,-7.635698
Seven 7 Days,Restaurant,Formel,Seven 7 Days,33.5970619,-7.6382193
La Toscana,Restaurant,Formel,La Toscana,33.5885888,-7.6385756
Pomme de Pain,Restaurant,Formel,Pomme de Pain,33.588034,-7.6401077
La grotte du pêcheur,Restaurant,Formel,La grotte du pêcheur,33.5918245,-7.6266906
Keykos,Restaurant,Formel,Keykos,33.5924545,-7.6270366
Baleno,Restaurant,Formel,Baleno,33.582573,-7.614684
,Restaurant,Formel,,33.601239,-7.6360079
,Restaurant,Formel,,33.5938761,-7.581693
Ait toufawt,Restaurant,Formel,Ait toufawt,33.5939034,-7.5816157
La Grillardiere,Restaurant,Formel,La Grillardiere,33.5887094,-7.628123
Fratelli,Restaurant,Formel,Fratelli,33.5930227,-7.627037
La perle du liban,Restaurant,Formel,La perle du liban,33.5947844,-7.6282046
Monsieur Brochettes,Restaurant,Formel,Monsieur Brochettes,33.5948135,-7.6274321
Restaurant King Burger,Restaurant,Formel,Restaurant King Burger,33.5953217,-7.6256267
Dominos Pizza,Restaurant,Formel,Dominos Pizza,33.5734363,-7.6116139
,Restaurant,Formel,,33.5927762,-7.6258481
,Restaurant,Formel,,33.5930787,-7.6231024
Restaurant Rouget de l'Isle,Restaurant,Formel,Restaurant Rouget de l'Isle,33.5926824,-7.6228688
Alae,Restaurant,Formel,Alae,33.5934314,-7.6240699
Kalinka,Restaurant,Formel,Kalinka,33.5942124,-7.6249351
12 Cool,Restaurant,Formel,12 Cool,33.5930752,-7.6271159
Bistronome,Restaurant,Formel,Bistronome,33.5930876,-7.6267545
Oukaimeden,Restaurant,Formel,Oukaimeden,33.5911393,-7.6150735
Le Cardinal,Restaurant,Formel,Le Cardinal,33.5956364,-7.6171591
Snack Addou Maddou,Restaurant,Formel,Snack Addou Maddou,33.5932039,-7.6186518
Restaurant les Arcades,Restaurant,Formel,Restaurant les Arcades,33.5935525,-7.6185955
La Taverne du Dauphin,Restaurant,Formel,La Taverne du Dauphin,33.598736,-7.6151053
Casa José,Restaurant,Formel,Casa José,33.5978725,-7.615386
Tacos de Lyon,Restaurant,Formel,Tacos de Lyon,33.6007185,-7.6341062
Bistrot Chic,Restaurant,Formel,Bistrot Chic,33.5884913,-7.6273923
Sojou,Restaurant,Formel,Sojou,33.589095,-7.6297476
Blend,Restaurant,Formel,Blend,33.5886833,-7.6319196
Khos,Restaurant,Formel,Khos,33.5840347,-7.6205679
brasserie san jose,Restaurant,Formel,brasserie san jose,33.5978396,-7.6155008
Asia,Restaurant,Formel,Asia,33.5991745,-7.6130528
Ôgi Souchi,Restaurant,Formel,Ôgi Souchi,33.599424,-7.6141726
El Barocco Time,Restaurant,Formel,El Barocco Time,33.5954492,-7.6163427
Restaurant de la Place / Le Voyageur,Restaurant,Formel,Restaurant de la Place / Le Voyageur,33.5897214,-7.592208
Puerto Rico,Restaurant,Formel,Puerto Rico,33.5896015,-7.6149002
Awafi,Restaurant,Formel,Awafi,33.5916822,-7.6149169
Pomme de Pain Ziraoui,Restaurant,Formel,Pomme de Pain Ziraoui,33.5936551,-7.6352553
La Bavaroise,Restaurant,Formel,La Bavaroise,33.5952135,-7.6113257
Restaurant Le Nouveau Dragon,Restaurant,Formel,Restaurant Le Nouveau Dragon,33.5956652,-7.6125814
,Restaurant,Formel,,33.5835849,-7.62396
Carrefour des Saveurs,Restaurant,Formel,Carrefour des Saveurs,33.595159,-7.5913872
,Restaurant,Formel,,33.589393,-7.6315688
Espace Tifawine,Restaurant,Formel,Espace Tifawine,33.5861039,-7.6489235
O'lichi,Restaurant,Formel,O'lichi,33.591863,-7.6345249
,Restaurant,Formel,,33.5909334,-7.616296
La Cantine de Charlotte,Restaurant,Formel,La Cantine de Charlotte,33.5921096,-7.6288039
Rouge et Blanc أحمر و ابيض,Restaurant,Formel,Rouge et Blanc أحمر و ابيض,33.5915512,-7.615164
Cosa Mia,Restaurant,Formel,Cosa Mia,33.5857707,-7.6355685
Pizza Hut,Restaurant,Formel,Pizza Hut,33.5962863,-7.6144369
les Fleurs,Restaurant,Formel,les Fleurs,33.5966374,-7.6149916
Midway,Restaurant,Formel,Midway,33.588864,-7.628391
Yo Ti Tam,Restaurant,Formel,Yo Ti Tam,33.5759859,-7.6476182
H & B Food,Restaurant,Formel,H & B Food,33.5713686,-7.6450329
Sushi Walk,Restaurant,Formel,Sushi Walk,33.5712899,-7.6452246
Chez Marny,Restaurant,Formel,Chez Marny,33.5609277,-7.6467836
Yammy,Restaurant,Formel,Yammy,33.5885241,-7.611296
le petit pêcheur,Restaurant,Formel,le petit pêcheur,33.6012435,-7.6340168
,Restaurant,Formel,,33.5959788,-7.6133174
,Restaurant,Formel,,33.5926963,-7.6172792
Snack amine,Restaurant,Formel,Snack amine,33.5766703,-7.6334533
Cosa Mia,Restaurant,Formel,Cosa Mia,33.5942298,-7.6435836
Gzoum كَزّوم,Restaurant,Formel,Gzoum كَزّوم,33.5677841,-7.5995875
,Restaurant,Formel,,33.5937929,-7.6325707
Salsa,Restaurant,Formel,Salsa,33.5925128,-7.6166956
سناك دعاء,Restaurant,Formel,سناك دعاء,33.5474032,-7.5746211
Class Dish Coffee Shop,Restaurant,Formel,Class Dish Coffee Shop,33.5901754,-7.630709
Restaurant Etoile Centrale,Restaurant,Formel,Restaurant Etoile Centrale,33.5953324,-7.6121111
,Restaurant,Formel,,33.6001875,-7.6173776
,Restaurant,Formel,,33.608568,-7.629199
La Cantine,Restaurant,Formel,La Cantine,33.5352248,-7.6400077
,Restaurant,Formel,,33.6038507,-7.6340267
,Restaurant,Formel,,33.6037476,-7.6342259
La Sala,Restaurant,Formel,La Sala,33.593796,-7.6009733
City Palace,Restaurant,Formel,City Palace,33.5936446,-7.6022226
Adib Food,Restaurant,Formel,Adib Food,33.5906473,-7.6035677
Dragon Bleu,Restaurant,Formel,Dragon Bleu,33.5946578,-7.6043656
Café Restaurant Tarfaya,Restaurant,Formel,Café Restaurant Tarfaya,33.5894727,-7.5921448
Cafe Clacier Dubai,Restaurant,Formel,Cafe Clacier Dubai,33.578465,-7.6001546
Tacos Avenue,Restaurant,Formel,Tacos Avenue,33.5713977,-7.6131754
Zén,Restaurant,Formel,Zén,33.5703496,-7.6124807
Crèmerie Achkid,Restaurant,Formel,Crèmerie Achkid,33.5406446,-7.5801185
Kamar lebnan,Restaurant,Formel,Kamar lebnan,33.5881278,-7.6310701
Salon de Thé,Restaurant,Formel,Salon de Thé,33.5650026,-7.5882496
Café Imdioune,Restaurant,Formel,Café Imdioune,33.5691305,-7.5839634
Linati,Restaurant,Formel,Linati,33.5716212,-7.5806791
Espace Al Fath,Restaurant,Formel,Espace Al Fath,33.5698484,-7.5946172
Café Aswan,Restaurant,Formel,Café Aswan,33.5500951,-7.5677656
Rainbow Cafe,Restaurant,Formel,Rainbow Cafe,33.5401886,-7.5741479
Espace Changuai,Restaurant,Formel,Espace Changuai,33.5372811,-7.5734632
Ramada,Restaurant,Formel,Ramada,33.539538,-7.573873
Café Agadir,Restaurant,Formel,Café Agadir,33.5488254,-7.572265
La Revanche,Restaurant,Formel,La Revanche,33.5995316,-7.5874275
Chami Bacha,Restaurant,Formel,Chami Bacha,33.5914595,-7.5915232
Friend's Space,Restaurant,Formel,Friend's Space,33.5963614,-7.592572
Wisley Gardens,Restaurant,Formel,Wisley Gardens,33.5962274,-7.5905161
Mister Tacos,Restaurant,Formel,Mister Tacos,33.5732368,-7.5600154
Café Chabab,Restaurant,Formel,Café Chabab,33.5618099,-7.5656694
L'Araignee,Restaurant,Formel,L'Araignee,33.5783371,-7.5884742
Pizza Hut,Restaurant,Formel,Pizza Hut,33.5559918,-7.6280361
Restaurant Sushing,Restaurant,Formel,Restaurant Sushing,33.5552927,-7.6239109
Cremerie Cadillac,Restaurant,Formel,Cremerie Cadillac,33.593863,-7.6215278
Dragon Rouge,Restaurant,Formel,Dragon Rouge,33.5866702,-7.6195295
Tacos Paco's,Restaurant,Formel,Tacos Paco's,33.5873919,-7.6200056
Restaurant Anfa,Restaurant,Formel,Restaurant Anfa,33.587965,-7.6181281
Chawarmati,Restaurant,Formel,Chawarmati,33.5879293,-7.6187316
Le Triangle,Restaurant,Formel,Le Triangle,33.5879136,-7.6188844
Midi Grill,Restaurant,Formel,Midi Grill,33.5882734,-7.6191768
Génial,Restaurant,Formel,Génial,33.5939764,-7.6212837
Fish,Restaurant,Formel,Fish,33.5884516,-7.6189864
Woody Chay Pizza,Restaurant,Formel,Woody Chay Pizza,33.58644,-7.6212743
Sushi Kiosque,Restaurant,Formel,Sushi Kiosque,33.5863831,-7.6213648
La Rotonde,Restaurant,Formel,La Rotonde,33.5835632,-7.6231066
Pizzaria le Drapeau,Restaurant,Formel,Pizzaria le Drapeau,33.5837218,-7.6222828
Meson Asador,Restaurant,Formel,Meson Asador,33.5847519,-7.6210168
Los Olivos,Restaurant,Formel,Los Olivos,33.5846997,-7.6204271
Speedy Pizza,Restaurant,Formel,Speedy Pizza,33.5829487,-7.6325181
Treff Restaurant,Restaurant,Formel,Treff Restaurant,33.5852524,-7.6301752
Bio Ice,Restaurant,Formel,Bio Ice,33.5810259,-7.6322009
Pizza House,Restaurant,Formel,Pizza House,33.5826493,-7.6295794
Clic Resto,Restaurant,Formel,Clic Resto,33.5692119,-7.6464826
Pizza Hut,Restaurant,Formel,Pizza Hut,33.5705797,-7.6460968
Clay Oven,Restaurant,Formel,Clay Oven,33.5689908,-7.6432429
Château de Jus,Restaurant,Formel,Château de Jus,33.5796337,-7.6357582
Le Brunch Gourmet,Restaurant,Formel,Le Brunch Gourmet,33.575946,-7.6357397
Ambre,Restaurant,Formel,Ambre,33.572219,-7.6378034
Espace Essaha,Restaurant,Formel,Espace Essaha,33.5695652,-7.604255
Espace El Mitre,Restaurant,Formel,Espace El Mitre,33.5666319,-7.6085828
Espace Bruxellois,Restaurant,Formel,Espace Bruxellois,33.566647,-7.6085942
Belma Juice,Restaurant,Formel,Belma Juice,33.568982,-7.6035224
Espace Lano,Restaurant,Formel,Espace Lano,33.5363583,-7.5958724
Chrono Pizza,Restaurant,Formel,Chrono Pizza,33.5723922,-7.6487508
Atlas Ifrane,Restaurant,Formel,Atlas Ifrane,33.587898,-7.6135576
El Barco,Restaurant,Formel,El Barco,33.5886119,-7.6143153
Resaurant Des Billards,Restaurant,Formel,Resaurant Des Billards,33.5868478,-7.6151709
Marjorelle,Restaurant,Formel,Marjorelle,33.586354,-7.614955
MarIInsky,Restaurant,Formel,MarIInsky,33.5854736,-7.6157543
Le Coin,Restaurant,Formel,Le Coin,33.5848782,-7.6078324
Widane Palace,Restaurant,Formel,Widane Palace,33.5848558,-7.6079075
Restaurant Chez Pierre,Restaurant,Formel,Restaurant Chez Pierre,33.5894766,-7.6124364
Restaurant Savoy,Restaurant,Formel,Restaurant Savoy,33.5945662,-7.6209028
Pizza a la Bonne,Restaurant,Formel,Pizza a la Bonne,33.5897483,-7.6157184
La Corrida,Restaurant,Formel,La Corrida,33.590034,-7.6152192
Tout Va Bien,Restaurant,Formel,Tout Va Bien,33.5906574,-7.6148263
Revine,Restaurant,Formel,Revine,33.5955795,-7.6143301
Pizzeria-cafe Chawarma,Restaurant,Formel,Pizzeria-cafe Chawarma,33.5951226,-7.6086304
Samar Layali,Restaurant,Formel,Samar Layali,33.5935284,-7.6082126
Poulet Doré,Restaurant,Formel,Poulet Doré,33.5931793,-7.6078632
Majestic Resaurant Marocan,Restaurant,Formel,Majestic Resaurant Marocan,33.5911209,-7.6133799
Restaurant du Theatre,Restaurant,Formel,Restaurant du Theatre,33.5920438,-7.6166797
Kingslize Pizza,Restaurant,Formel,Kingslize Pizza,33.5711731,-7.6463462
Pizza Hut,Restaurant,Formel,Pizza Hut,33.5325229,-7.6476485
Tokyo Garden,Restaurant,Formel,Tokyo Garden,33.5354445,-7.648429
TaTaRi Sushi and Thai,Restaurant,Formel,TaTaRi Sushi and Thai,33.5356496,-7.6484176
Gusto Marina,Restaurant,Formel,Gusto Marina,33.6094083,-7.6247259
,Restaurant,Formel,,33.5999574,-7.6374594
Guillaume Tell,Restaurant,Formel,Guillaume Tell,33.5584027,-7.6365781
,Restaurant,Formel,,33.592645,-7.6057098
,Restaurant,Formel,,33.5952032,-7.6170338
,Restaurant,Formel,,33.5957634,-7.6121601
,Restaurant,Formel,,33.5958763,-7.6115436
Ramses,Restaurant,Formel,Ramses,33.5953961,-7.6177769
,Restaurant,Formel,,33.5926127,-7.6211353
Zayna,Restaurant,Formel,Zayna,33.5772485,-7.6073776
Le Gatsby,Restaurant,Formel,Le Gatsby,33.6075479,-7.6297906
Street London,Restaurant,Formel,Street London,33.52237,-7.6428551
c3002953,Restaurant,Formel,c3002953,33.5217415,-7.6445565
Le Riad,Restaurant,Formel,Le Riad,33.5939635,-7.614938
Loscar,Restaurant,Formel,Loscar,33.5911665,-7.6363195
,Restaurant,Formel,,33.6053778,-7.6288227
Restaurant Rossignol,Restaurant,Formel,Restaurant Rossignol,33.5902873,-7.6304589
La Kitchenette de Thi Hue,Restaurant,Formel,La Kitchenette de Thi Hue,33.598658,-7.637643
,Restaurant,Formel,,33.5756274,-7.6461268
pizza badr,Restaurant,Formel,pizza badr,33.5947846,-7.6420504
Blendcorner,Restaurant,Formel,Blendcorner,33.5931096,-7.6324939
Snack le Rayon,Restaurant,Formel,Snack le Rayon,33.5944438,-7.6338089
STR'EAT BURGER,Restaurant,Formel,STR'EAT BURGER,33.5941785,-7.6343386
Food Place,Restaurant,Formel,Food Place,33.5937567,-7.6349208
Fayrouz,Restaurant,Formel,Fayrouz,33.5942943,-7.6340776
Happy Rolls,Restaurant,Formel,Happy Rolls,33.5938919,-7.6348494
Gapi,Restaurant,Formel,Gapi,33.5889659,-7.6470317
Oncle Blend,Restaurant,Formel,Oncle Blend,33.5928022,-7.6442567
Osawa,Restaurant,Formel,Osawa,33.5626827,-7.6387538
La Frite,Restaurant,Formel,La Frite,33.5971125,-7.6357215
Zorba,Restaurant,Formel,Zorba,33.5926124,-7.6067836
Taiyo,Restaurant,Formel,Taiyo,33.5776371,-7.6246794
El Bistrot de Papa,Restaurant,Formel,El Bistrot de Papa,33.5776527,-7.6247357
OLEA,Restaurant,Formel,OLEA,33.5485908,-7.6373926
Resto Grill Salaheddine,Restaurant,Formel,Resto Grill Salaheddine,33.5947743,-7.6117538
Organic Kitchen,Restaurant,Formel,Organic Kitchen,33.5905909,-7.6381864
Pyramides Dorées,Restaurant,Formel,Pyramides Dorées,33.5818215,-7.6223122
Café Restaurant Tikita,Restaurant,Formel,Café Restaurant Tikita,33.5809882,-7.6229868
Le Duc Casablanca,Restaurant,Formel,Le Duc Casablanca,33.5804706,-7.6231722
POISSONIA.MA,Restaurant,Formel,POISSONIA.MA,33.5803676,-7.6216613
Casadarna,Restaurant,Formel,Casadarna,33.5825841,-7.6222062
Resto -Grill Funoon,Restaurant,Formel,Resto -Grill Funoon,33.5788928,-7.6229861
Bonsai,Restaurant,Formel,Bonsai,33.5826823,-7.6228888
Bangkok Me,Restaurant,Formel,Bangkok Me,33.5891189,-7.6325717
,Restaurant,Formel,,33.5963106,-7.6417406
مجزرة و مشواة المسجد,Restaurant,Formel,مجزرة و مشواة المسجد,33.5705562,-7.5508866
Chez Michel et Hafida,Restaurant,Formel,Chez Michel et Hafida,33.5949273,-7.6121495
,Restaurant,Formel,,33.6079511,-7.6290521
café central,Restaurant,Formel,café central,33.600085,-7.617311
,Restaurant,Formel,,33.5925267,-7.6311415
,Restaurant,Formel,,33.5977705,-7.6141578
,Restaurant,Formel,,33.6038798,-7.6215009
Chrono Pizza,Restaurant,Formel,Chrono Pizza,33.5932677,-7.6316321
,Restaurant,Formel,,33.5906169,-7.6345122
,Restaurant,Formel,,33.5938864,-7.6322079
,Restaurant,Formel,,33.5955266,-7.6153015
,Restaurant,Formel,,33.592224,-7.6044895
Big Nonna,Restaurant,Formel,Big Nonna,33.5887671,-7.6437315
,Restaurant,Formel,,33.5936539,-7.6024627
Street Pizzeria Napoletana,Restaurant,Formel,Street Pizzeria Napoletana,33.5834902,-7.6315558
Don Bocadillio,Restaurant,Formel,Don Bocadillio,33.5850157,-7.6314069
